vehicle_id,driver_id,vehicle_model,vehicle_year,engine_cc,transmission_type,odometer_km,last_service_km,current_mileage,daily_distance_km,city_driving_percent,highway_driving_percent,driving_style,ac_usage_percent,fuel_price,fuel_type_before,e20_usage_percent,temperature,traffic_level,region,e20_mileage,user_reported_e20_mileage
VH15562,DR15562,Hyundai Verna,2016,1198,Automatic,96098,2512,17.65,16.8,55,45,Moderate,54,111.6,Petrol (E0),33,32,Medium,Maharashtra,16.95,17.5
VH15563,DR15563,Hyundai Venue,2023,1199,Manual,26981,517,23.34,26.9,31,69,Calm,22,107.39,Petrol (E0),67,29,Medium,Kerala,22.28,22.1
VH15564,DR15564,Hyundai Venue,2019,1451,Manual,66050,5022,14.44,34.5,65,35,Aggressive,74,117,Petrol (E0),96,38,Medium,Rajasthan,13.35,13.2
VH15565,DR15565,Hyundai Santro,2013,1197,Manual,125735,457,20.6,11.8,4,96,Calm,75,102.16,E10 Blend,33,16,Medium,Uttar Pradesh,20.07,20.6
VH15566,DR15566,Tata Altroz,2021,1498,Manual,47808,963,19,34.9,45,55,Calm,82,101.82,E10 Blend,45,23,High,Delhi,18.24,17.8
VH15567,DR15567,Maruti Suzuki Ertiga,2014,1997,Manual,116740,4880,14.3,86.5,76,24,Moderate,37,109.68,Petrol (E0),44,26,Medium,Maharashtra,13.78,13.5
VH15568,DR15568,Maruti Suzuki Celerio,2023,799,Manual,28499,9500,20.53,16.1,47,53,Moderate,84,106.16,Petrol (E0),61,28,High,Bihar,19.26,18.6
VH15569,DR15569,Honda WR-V,2025,1197,Manual,8962,3397,21.45,28.1,59,41,Moderate,24,106.43,E10 Blend,71,25,Medium,Bihar,20.65,20.7
VH15570,DR15570,Hyundai Creta,2025,2694,Manual,9669,2465,16.19,24.1,41,59,Moderate,63,108.11,E10 Blend,38,29,Medium,Tamil Nadu,15.87,15.8
VH15571,DR15571,Toyota Fortuner,2011,1462,Manual,143980,921,12.35,24.3,38,62,Aggressive,66,117.5,E10 Blend,79,39,High,Rajasthan,11.85,11.4
VH15572,DR15572,Honda WR-V,2020,1199,Manual,53416,2740,20.73,38.7,35,65,Moderate,45,100.63,Petrol (E0),18,23,Medium,Uttar Pradesh,20.73,20.6
VH15573,DR15573,Hyundai Exter,2025,1198,Manual,9367,2094,20.67,39.2,61,39,Aggressive,30,114.78,Petrol (E0),77,30,Low,Telangana,19.25,19.6
VH15574,DR15574,Hyundai Venue,2019,1199,Manual,68764,7495,16.56,34.8,56,44,Moderate,75,105.17,E10 Blend,14,29,High,Kerala,16.54,16.1
VH15575,DR15575,Maruti Suzuki Alto K10,2021,999,Manual,42414,3600,21.34,54,42,58,Moderate,16,101.92,Petrol (E0),30,28,High,Assam,21.01,20.9
VH15576,DR15576,Hyundai Aura,2025,999,Automatic,12298,249,22.77,47.6,57,43,Calm,76,106.97,Petrol (E0),40,27,Medium,Bihar,21.97,21.8
VH15577,DR15577,Tata Safari,2020,2198,Manual,61616,1130,12.79,38.4,73,27,Aggressive,79,106.5,Petrol (E0),34,34,Medium,Maharashtra,12.17,12.7
VH15578,DR15578,Tata Safari,2014,1997,Manual,111967,5608,18.32,27.8,29,71,Calm,38,115.55,E10 Blend,21,27,Low,Madhya Pradesh,18.32,18.3
VH15579,DR15579,Volkswagen Virtus,2023,1199,Automatic,26888,2165,20.62,24.5,54,46,Calm,74,101.27,Petrol (E0),31,25,Medium,Uttar Pradesh,20.42,20.3
VH15580,DR15580,Hyundai Verna,2025,1198,Automatic,12027,2166,22.45,12.8,18,82,Calm,70,111.67,E10 Blend,87,30,High,Maharashtra,21,21.2
VH15581,DR15581,Maruti Suzuki Fronx,2023,1248,Automatic,31376,3784,22.93,55.2,27,73,Calm,49,104.01,E10 Blend,75,28,Low,Gujarat,21.83,22.4
VH15582,DR15582,Mahindra Bolero Neo,2018,1498,Manual,71150,344,15.21,79,62,38,Aggressive,43,101.17,Petrol (E0),48,29,High,Uttar Pradesh,15.07,15
VH15583,DR15583,Mahindra Scorpio-N,2014,2982,Manual,119469,6016,8.48,70.4,35,65,Aggressive,87,113.13,Petrol (E0),52,31,Medium,West Bengal,8.48,8.48
VH15584,DR15584,Maruti Suzuki XL6,2023,1198,Manual,35450,1228,20.33,13.3,84,16,Calm,41,101.6,E10 Blend,70,25,High,Chhattisgarh,19.5,19.4
VH15585,DR15585,Mahindra Marazzo,2010,1462,Manual,148811,2119,9.82,25.9,63,37,Aggressive,78,94.77,Petrol (E0),35,20,High,Uttarakhand,9.42,9.4
VH15586,DR15586,Maruti Suzuki WagonR,2018,799,Manual,75351,843,23.6,31.6,43,57,Calm,77,110.81,E10 Blend,26,25,Low,Bihar,23.04,22.3
VH15587,DR15587,Toyota Glanza,2014,998,Automatic,118216,9231,19.31,30.2,80,20,Calm,27,112.7,E10 Blend,56,27,Medium,Karnataka,18.68,18.7
VH15588,DR15588,Hyundai i20,2026,799,Manual,500,9500,24.54,47.7,32,68,Moderate,75,102.04,E10 Blend,19,24,Low,Delhi,24.39,24.1
VH15589,DR15589,Hyundai Verna,2016,1198,Manual,88140,2433,15.01,50,47,53,Aggressive,57,99.76,Petrol (E0),73,25,High,Chhattisgarh,14.16,14.1
VH15590,DR15590,Kia Seltos,2025,2982,Manual,9746,1097,13.72,42.6,82,18,Moderate,45,111.89,Petrol (E0),60,28,Low,Karnataka,13.66,13.7
VH15591,DR15591,Honda WR-V,2018,1197,Automatic,81526,9500,20.38,41.7,41,59,Calm,57,100.84,Petrol (E0),67,42,Medium,Gujarat,18.98,19
VH15592,DR15592,Tata Tigor,2022,1199,Manual,38761,2847,20.64,39.1,64,36,Moderate,71,110.02,E10 Blend,23,36,Medium,Maharashtra,20.45,19.8
VH15593,DR15593,Maruti Suzuki Fronx,2011,1199,Manual,145658,6743,15.69,35.1,74,26,Moderate,72,109,E10 Blend,68,26,Low,Karnataka,15.04,15
VH15594,DR15594,Tata Punch,2022,1000,Manual,34255,5543,18.72,37.4,41,59,Aggressive,72,110,E10 Blend,49,31,Medium,Rajasthan,18.05,17.8
VH15595,DR15595,Maruti Suzuki Alto K10,2018,1197,Automatic,69942,3908,18.5,45,40,60,Calm,80,110,Petrol (E0),90,33,High,Rajasthan,17.93,18.4
VH15596,DR15596,Honda Amaze,2012,1497,Automatic,138132,1149,15.69,68.3,52,48,Moderate,68,96.45,Petrol (E0),42,27,Low,Uttarakhand,15.52,15.69
VH15597,DR15597,Mahindra Bolero,2023,2179,Automatic,32301,6028,11.44,5,60,40,Aggressive,94,109.98,Petrol (E0),62,21,Medium,Karnataka,10.87,10.8
VH15598,DR15598,Kia Seltos,2020,1498,Automatic,53965,9500,13.94,32.2,38,62,Aggressive,42,115.74,E10 Blend,44,27,High,West Bengal,13.86,13.7
VH15599,DR15599,Maruti Suzuki Fronx,2012,1197,Automatic,134843,3076,13.77,31.4,22,78,Aggressive,89,116.18,Petrol (E0),63,30,High,Rajasthan,13.68,13.2
VH15600,DR15600,Jeep Compass,2013,2184,Manual,128031,2830,16.2,16.1,29,71,Calm,59,100.74,Petrol (E0),63,20,Low,Punjab,15.32,15.8
VH15601,DR15601,Kia Carens,2026,1497,Manual,2210,528,19.94,19,57,43,Calm,85,100.71,E10 Blend,52,32,High,Chhattisgarh,18.65,18
VH15602,DR15602,Maruti Suzuki Swift,2025,999,Manual,17397,9500,20.31,17.5,91,9,Calm,23,102.06,E10 Blend,59,15,High,Gujarat,20.01,20.2
VH15603,DR15603,Kia Sonet,2014,1248,Manual,108499,3945,16.65,27.9,42,58,Moderate,84,100.07,Petrol (E0),25,23,High,Uttar Pradesh,16.34,15.7
VH15604,DR15604,Tata Tiago,2017,799,Manual,91124,50,20.21,54,44,56,Moderate,71,115.91,Petrol (E0),48,35,Medium,West Bengal,19.78,19.3
VH15605,DR15605,Kia Carens,2026,1498,Manual,500,2109,18.56,33.8,45,55,Moderate,68,108.59,Petrol (E0),24,35,High,Odisha,18.36,18.2
VH15606,DR15606,Maruti Suzuki Ignis,2020,1000,Manual,52311,1791,21.04,16,45,55,Moderate,52,102.61,E10 Blend,50,32,Medium,Delhi,20.59,20.3
VH15607,DR15607,Maruti Suzuki Celerio,2022,998,Manual,35119,1675,20.85,41.6,69,31,Calm,58,103.8,Petrol (E0),83,39,High,Tamil Nadu,20.37,20.3
VH15608,DR15608,Tata Harrier,2016,2184,Manual,96250,6155,16.24,5,56,44,Calm,81,105.48,E10 Blend,16,35,Medium,Uttar Pradesh,15.27,15.7
VH15609,DR15609,Skoda Kushaq,2013,1497,Manual,124001,8531,16.22,5,30,70,Moderate,17,104.43,Petrol (E0),62,38,High,Gujarat,15.72,15.3
VH15610,DR15610,Hyundai Exter,2013,1451,Automatic,116262,1624,15.34,5,45,55,Calm,74,110.42,E10 Blend,51,42,High,Rajasthan,15.34,14.6
VH15611,DR15611,Hyundai Creta,2023,2184,Manual,23556,1746,17.08,61,41,59,Moderate,55,113.41,E10 Blend,59,27,High,Madhya Pradesh,16.56,16.7
VH15612,DR15612,Tata Tiago,2015,799,Manual,104363,2190,18.28,31.6,100,0,Moderate,59,101.84,Petrol (E0),52,17,Medium,Uttar Pradesh,17.43,17.5
VH15613,DR15613,Toyota Fortuner,2013,1497,Manual,127804,3423,12.94,48.7,92,8,Aggressive,71,99.95,Petrol (E0),17,38,Medium,Gujarat,12.94,12.6
VH15614,DR15614,Maruti Suzuki Eeco,2011,1197,Manual,150497,3477,13.57,18.7,78,22,Moderate,49,113.61,E10 Blend,30,20,High,Maharashtra,13.3,13.1
VH15615,DR15615,Hyundai Exter,2022,1199,Manual,44581,2231,20.47,25.5,74,26,Moderate,66,100.45,Petrol (E0),43,28,Medium,Punjab,19.9,19.5
VH15616,DR15616,Hyundai Verna,2021,1497,Manual,44115,7526,19.55,5,42,58,Calm,8,112.72,E10 Blend,57,31,High,Odisha,18.49,18.2
VH15617,DR15617,Tata Nexon,2022,1198,Automatic,34019,893,19.99,15.3,50,50,Moderate,51,101.44,Petrol (E0),21,34,Medium,Uttar Pradesh,19.38,18.7
VH15618,DR15618,Hyundai Grand i10 Nios,2013,1000,Automatic,122970,9016,14.08,34.6,72,28,Aggressive,82,110.65,Petrol (E0),35,31,Low,Maharashtra,13.78,13.5
VH15619,DR15619,Mahindra Thar,2022,2184,Manual,47847,3174,19.28,41.7,36,64,Calm,45,107.76,Petrol (E0),10,24,Medium,Karnataka,18.9,19.1
VH15620,DR15620,Toyota Innova Crysta,2023,2694,Manual,22812,4288,11.99,13.3,54,46,Moderate,90,119.68,Petrol (E0),49,25,High,Telangana,11.62,11.9
VH15621,DR15621,Maruti Suzuki Brezza,2023,1198,Manual,27707,9500,19.36,45.8,87,13,Moderate,57,106.41,E10 Blend,64,33,Low,Bihar,18.67,18.2
VH15622,DR15622,Maruti Suzuki WagonR,2013,999,Manual,122576,8603,19,16,52,48,Moderate,31,103.34,Petrol (E0),66,30,Medium,Uttar Pradesh,18.02,17.8
VH15623,DR15623,Mahindra Scorpio-N,2010,1497,Manual,150366,3254,15.52,14.1,55,45,Calm,76,109.06,Petrol (E0),38,31,High,Maharashtra,15.09,14.5
VH15624,DR15624,Hyundai Exter,2011,1198,Automatic,136799,5825,13.28,16.9,50,50,Moderate,55,117.23,E10 Blend,58,39,High,West Bengal,12.66,12.2
VH15625,DR15625,Honda WR-V,2016,1497,Automatic,93656,3525,13.35,59.6,80,20,Aggressive,80,102.62,E10 Blend,65,17,Low,Uttar Pradesh,12.78,12.9
VH15626,DR15626,MG Hector,2018,1497,Automatic,78645,1133,15.33,31.1,27,73,Aggressive,70,116.48,Petrol (E0),79,27,Medium,West Bengal,14.11,13.8
VH15627,DR15627,Toyota Rumion,2014,1498,Automatic,111999,3445,15.86,65.5,72,28,Moderate,51,113.41,E10 Blend,58,19,Medium,Karnataka,15.86,15.8
VH15628,DR15628,Honda WR-V,2011,1199,Automatic,149507,1071,14.67,40.9,65,35,Moderate,93,113.06,E10 Blend,21,26,High,West Bengal,13.66,12.7
VH15629,DR15629,Tata Safari,2013,2393,Automatic,131201,2243,12.92,45.2,43,57,Moderate,50,102.8,Petrol (E0),38,25,Medium,Uttar Pradesh,12.8,11.9
VH15630,DR15630,Maruti Suzuki WagonR,2012,1000,Manual,132734,1057,18.61,48.5,57,43,Moderate,66,112.39,E10 Blend,33,23,Low,Karnataka,18.12,18
VH15631,DR15631,Maruti Suzuki Baleno,2026,1248,Manual,4057,474,19.97,15.1,37,63,Aggressive,72,101.75,Petrol (E0),84,20,Low,Uttar Pradesh,18.65,17.6
VH15632,DR15632,Maruti Suzuki Ignis,2019,998,Manual,68364,8267,17.31,55.2,96,4,Moderate,62,101.2,E10 Blend,79,13,High,Delhi,16.26,16.9
VH15633,DR15633,Mahindra Thar,2013,2694,Manual,122854,3792,9.36,38,70,30,Aggressive,42,108.63,Petrol (E0),57,31,Low,Odisha,8.92,8.8
VH15634,DR15634,Mahindra Thar,2016,2179,Automatic,91037,2662,16.73,37.5,60,40,Calm,60,101.09,Petrol (E0),97,20,Medium,Punjab,14.86,14.9
VH15635,DR15635,Maruti Suzuki Swift,2012,998,Manual,135974,286,12.97,52.1,74,26,Aggressive,79,111.99,E10 Blend,34,23,High,West Bengal,12.74,11.6
VH15636,DR15636,Maruti Suzuki Baleno,2014,1199,Manual,105749,1521,19.34,68.8,66,34,Moderate,60,115.1,Petrol (E0),65,32,Low,West Bengal,18.2,17.4
VH15637,DR15637,Kia Sonet,2011,1248,Manual,141281,2723,16.42,22.8,91,9,Moderate,72,92.78,E10 Blend,24,13,Low,Uttarakhand,16.42,16.4
VH15638,DR15638,Hyundai Grand i10 Nios,2020,1197,Manual,55773,2533,19.72,11.6,67,33,Moderate,29,101.21,Petrol (E0),35,31,Low,Delhi,19.07,18.7
VH15639,DR15639,Maruti Suzuki WagonR,2010,1197,Manual,156989,8332,14.96,19.3,21,79,Moderate,74,106.54,Petrol (E0),67,23,High,Kerala,14.56,14
VH15640,DR15640,Tata Nexon,2016,1451,Manual,96664,608,18.45,73.7,74,26,Moderate,48,109.11,Petrol (E0),95,35,Low,Tamil Nadu,17.07,17.3
VH15641,DR15641,Hyundai Santro,2016,799,Manual,95275,1236,20.45,75.7,27,73,Moderate,58,106.04,E10 Blend,32,38,High,Tamil Nadu,20.36,20.4
VH15642,DR15642,Mahindra Bolero Neo,2021,1997,Manual,52460,1431,12.52,14.1,33,67,Aggressive,74,109.86,E10 Blend,37,23,High,West Bengal,12.44,12.5
VH15643,DR15643,Kia Carens,2026,1451,Manual,500,174,20.18,8.4,62,38,Moderate,47,99.69,E10 Blend,81,26,Medium,Punjab,18.48,19.3
VH15644,DR15644,Toyota Fortuner,2022,2179,Manual,36080,5380,10.78,37.7,62,38,Aggressive,61,117.33,E10 Blend,73,31,High,Telangana,10.03,10.2
VH15645,DR15645,Hyundai i20,2025,1197,Manual,6482,905,20.07,45.3,40,60,Aggressive,62,99.94,Petrol (E0),59,28,Low,Punjab,19.65,18.9
VH15646,DR15646,Maruti Suzuki Baleno,2010,1199,Automatic,148018,2620,18.52,31.2,17,83,Calm,10,110.23,E10 Blend,34,18,High,Maharashtra,18.52,17.9
VH15647,DR15647,Maruti Suzuki Swift,2024,998,Manual,21567,1260,23.76,44.6,70,30,Calm,27,105.08,E10 Blend,35,32,Low,Gujarat,23.18,23.3
VH15648,DR15648,Maruti Suzuki Eeco,2021,998,Manual,47082,592,19.14,63.5,72,28,Moderate,36,100.69,Petrol (E0),52,10,High,Uttar Pradesh,18.33,18.4
VH15649,DR15649,Mahindra Thar,2019,2694,Manual,72786,1729,13.03,30,47,53,Calm,69,101.78,E10 Blend,68,39,High,Uttar Pradesh,12.49,12.8
VH15650,DR15650,Maruti Suzuki Brezza,2012,1198,Manual,132753,1899,18.8,23.2,48,52,Calm,54,115.06,Petrol (E0),41,10,Medium,Madhya Pradesh,18.34,18.1
VH15651,DR15651,Honda WR-V,2023,1199,Manual,25230,3311,17.59,5,44,56,Moderate,60,118,Petrol (E0),29,18,High,Rajasthan,16.93,16.5
VH15652,DR15652,Maruti Suzuki Fronx,2010,1451,Automatic,140698,3149,13.62,51.6,37,63,Moderate,87,118.66,Petrol (E0),43,34,High,Telangana,13.23,13.4
VH15653,DR15653,Hyundai i20,2011,999,Manual,137637,124,19.8,55.2,46,54,Moderate,60,112.19,Petrol (E0),45,25,Low,West Bengal,19.25,19.5
VH15654,DR15654,Hyundai Alcazar,2012,1462,Manual,121963,799,19.39,56.7,29,71,Calm,64,116.47,Petrol (E0),49,35,Low,Telangana,18.71,18.5
VH15655,DR15655,Hyundai Creta,2016,2198,Manual,94274,379,13.07,73,57,43,Moderate,66,103.5,Petrol (E0),61,28,High,Delhi,12.78,11.8
VH15656,DR15656,Honda City,2016,1199,Manual,89267,6956,16.17,46,46,54,Aggressive,41,110.52,E10 Blend,43,25,Medium,Karnataka,15.32,15.2
VH15657,DR15657,Maruti Suzuki S-Presso,2011,799,Manual,141708,1636,21.08,5,24,76,Calm,82,114.07,Petrol (E0),40,29,Medium,Madhya Pradesh,20.64,20.6
VH15658,DR15658,Maruti Suzuki Swift,2012,799,Manual,144685,1601,20.98,49,84,16,Calm,69,99.9,E10 Blend,27,27,Low,Uttar Pradesh,20.79,19.2
VH15659,DR15659,Mahindra XUV700,2014,1956,Manual,113786,7705,15.48,38.2,43,57,Moderate,45,114.52,Petrol (E0),84,27,Medium,Karnataka,14.19,13.6
VH15660,DR15660,Maruti Suzuki Dzire,2017,1198,Manual,90317,2069,20.29,52.9,63,37,Calm,75,103.92,Petrol (E0),71,32,Low,Uttar Pradesh,18.89,18.6
VH15661,DR15661,Hyundai Grand i10 Nios,2022,999,Automatic,41316,938,20.79,34.1,52,48,Calm,53,102.46,Petrol (E0),92,28,High,Assam,19.63,19.4
VH15662,DR15662,Hyundai Aura,2020,1197,Manual,54470,648,21.12,48.3,71,29,Calm,53,110.09,E10 Blend,5,30,Medium,Maharashtra,21.12,20.7
VH15663,DR15663,Hyundai Creta,2015,1462,Manual,107232,6584,17.54,65.8,43,57,Moderate,79,108.9,E10 Blend,61,39,Medium,Bihar,17.07,16.9
VH15664,DR15664,Mahindra Bolero,2023,1462,Manual,33208,108,18.9,52.3,23,77,Moderate,55,100.99,Petrol (E0),21,28,High,Uttar Pradesh,18.56,18.5
VH15665,DR15665,Hyundai Verna,2025,1248,Manual,14160,1298,20.62,42.3,78,22,Calm,32,105.8,E10 Blend,21,23,High,Uttar Pradesh,20.54,20.6
VH15666,DR15666,Kia Sonet,2016,1197,Manual,93106,1547,20.5,31.6,51,49,Calm,58,111.87,E10 Blend,47,31,Medium,Maharashtra,20,19.2
VH15667,DR15667,Kia Carens,2026,1498,Manual,500,2312,20.68,59.9,46,54,Moderate,45,107.75,Petrol (E0),28,22,Medium,Maharashtra,20.28,20.2
VH15668,DR15668,Hyundai Creta,2017,2198,Automatic,85893,6929,13.51,71.2,27,73,Moderate,35,115.94,Petrol (E0),65,28,High,Madhya Pradesh,13.1,12.4
VH15669,DR15669,Maruti Suzuki Ignis,2024,1197,Manual,23396,410,20.43,37.9,58,42,Moderate,63,105.4,E10 Blend,47,33,Medium,Tamil Nadu,19.68,19.4
VH15670,DR15670,Tata Safari,2015,1497,Automatic,101335,450,13.96,51.5,53,47,Aggressive,78,104.67,Petrol (E0),31,33,Low,Gujarat,13.68,13.6
VH15671,DR15671,Volkswagen Taigun,2013,1373,Automatic,121226,1440,14.79,11.3,41,59,Aggressive,43,112.59,Petrol (E0),76,24,Medium,Maharashtra,14.27,14.79
VH15672,DR15672,MG Hector,2022,1462,Automatic,43226,1763,19.87,18.9,63,37,Calm,48,111.9,E10 Blend,23,31,Medium,Rajasthan,19.87,19.87
VH15673,DR15673,Maruti Suzuki Fronx,2011,1451,Automatic,145323,3229,17.22,12.8,17,83,Calm,68,112.08,E10 Blend,52,33,High,Maharashtra,16.29,16.1
VH15674,DR15674,Maruti Suzuki Brezza,2016,1199,Manual,96457,3533,20.41,34.9,56,44,Moderate,52,112.46,E10 Blend,88,28,Low,Telangana,19.24,18
VH15675,DR15675,Kia Sonet,2011,1198,Manual,139619,2684,18.94,44.5,72,28,Calm,71,93.06,E10 Blend,63,15,Medium,Uttarakhand,18.22,17.9
VH15676,DR15676,Maruti Suzuki Baleno,2014,1199,Automatic,117782,4689,12.76,45.9,40,60,Aggressive,29,114.27,Petrol (E0),32,33,High,Telangana,12.54,12.7
VH15677,DR15677,Hyundai Santro,2024,998,Manual,24677,4899,19.55,32.8,58,42,Aggressive,58,114.06,E10 Blend,55,30,Low,West Bengal,18.45,18.1
VH15678,DR15678,Maruti Suzuki Fronx,2012,1199,Manual,137101,6625,16.64,33,69,31,Calm,78,110.89,Petrol (E0),60,22,High,Maharashtra,15.35,16.1
VH15679,DR15679,Maruti Suzuki XL6,2010,1198,Manual,154072,6596,18.46,34.3,24,76,Calm,85,111.04,E10 Blend,60,21,Medium,West Bengal,17.78,17.6
VH15680,DR15680,Maruti Suzuki Fronx,2012,1198,Manual,136849,9018,19.11,5,55,45,Calm,86,101.04,E10 Blend,63,26,Medium,Assam,18.05,17
VH15681,DR15681,Hyundai i20,2016,1000,Manual,100450,494,18.17,34.3,25,75,Moderate,56,114.6,Petrol (E0),16,27,High,Madhya Pradesh,17.78,17.5
VH15682,DR15682,Maruti Suzuki Eeco,2016,998,Manual,96900,377,17.15,25.5,37,63,Aggressive,67,103.63,E10 Blend,64,37,Medium,Delhi,16.32,16.1
VH15683,DR15683,Maruti Suzuki Baleno,2022,1197,Manual,38036,2610,20.13,46.6,34,66,Moderate,73,99.61,Petrol (E0),45,23,Medium,Uttar Pradesh,19.56,18.4
VH15684,DR15684,Mahindra Bolero,2010,1497,Manual,153890,2788,10.49,49.6,92,8,Moderate,84,104.16,E10 Blend,56,20,High,Bihar,9.84,9
VH15685,DR15685,Kia Seltos,2015,1956,Manual,101784,6566,14.36,20,75,25,Moderate,65,103.45,Petrol (E0),56,34,Medium,Gujarat,13.38,12.7
VH15686,DR15686,Tata Punch,2012,1000,Automatic,137374,504,17.97,41.5,61,39,Moderate,41,114.41,E10 Blend,58,34,Low,Karnataka,17.52,17.6
VH15687,DR15687,Maruti Suzuki Brezza,2020,1497,Automatic,61517,350,18.52,5.7,42,58,Moderate,62,95.46,Petrol (E0),17,23,Medium,Uttarakhand,18.45,18.3
VH15688,DR15688,Mahindra XUV700,2016,2393,Manual,94848,6837,10.39,32.7,57,43,Aggressive,55,112.54,Petrol (E0),60,39,Low,Madhya Pradesh,10.36,10.39
VH15689,DR15689,Honda Elevate,2024,1373,Manual,30682,873,20.84,32.1,36,64,Moderate,63,100.55,E10 Blend,63,19,Medium,Punjab,20.16,19.9
VH15690,DR15690,Honda Elevate,2016,1373,Manual,89052,9500,15.9,18.1,49,51,Moderate,46,113.84,Petrol (E0),38,32,High,Maharashtra,15.42,15.2
VH15691,DR15691,Honda Elevate,2011,1497,Manual,147879,3443,17.12,19.7,79,21,Calm,47,100.66,Petrol (E0),43,18,Medium,Assam,16.89,16.8
VH15692,DR15692,Mahindra Scorpio-N,2025,1497,Automatic,8546,2445,19.96,41.1,60,40,Moderate,8,102.17,Petrol (E0),23,22,Medium,Uttar Pradesh,19.66,19.4
VH15693,DR15693,Tata Safari,2024,1997,Automatic,20753,3306,15.55,53.6,50,50,Aggressive,41,107.85,Petrol (E0),38,29,Medium,Maharashtra,15.01,14.6
VH15694,DR15694,MG Hector,2011,2694,Manual,142268,2893,10.36,12,66,34,Moderate,81,105.57,Petrol (E0),55,36,Medium,Tamil Nadu,10.09,10
VH15695,DR15695,Kia Seltos,2011,2982,Manual,147287,4732,8,51.2,12,88,Aggressive,31,98.83,E10 Blend,68,26,High,Uttar Pradesh,7.59,7.2
VH15696,DR15696,Hyundai Exter,2020,1248,Manual,57587,4820,16.85,24.6,69,31,Moderate,93,115.89,E10 Blend,75,28,High,Telangana,16.11,15.2
VH15697,DR15697,Maruti Suzuki Brezza,2021,1198,Manual,56906,1790,15.63,27.8,53,47,Aggressive,65,116.35,E10 Blend,24,43,High,Telangana,15.23,14.7
VH15698,DR15698,Mahindra Scorpio-N,2018,1498,Automatic,70091,7044,16.95,19.8,59,41,Moderate,48,100.75,Petrol (E0),46,37,Medium,Chhattisgarh,16.49,16.6
VH15699,DR15699,Renault Triber,2018,1197,Manual,75711,1505,21.84,42,44,56,Calm,72,104.51,E10 Blend,65,25,Low,Tamil Nadu,21.28,21.8
VH15700,DR15700,Maruti Suzuki Baleno,2022,1199,Automatic,30840,4189,17.81,55.6,84,16,Moderate,55,102.5,Petrol (E0),55,24,High,Uttar Pradesh,16.62,17.1
VH15701,DR15701,Kia Carens,2011,1198,Manual,140057,9500,12.87,42.9,95,5,Aggressive,49,107.93,E10 Blend,47,25,Medium,Maharashtra,12.87,11.5
VH15702,DR15702,Tata Safari,2020,1997,Manual,55308,9500,14.46,45,46,54,Moderate,25,115.73,Petrol (E0),5,33,High,Madhya Pradesh,14.46,13.7
VH15703,DR15703,Maruti Suzuki Eeco,2022,1000,Manual,37422,886,17.99,76.1,75,25,Aggressive,49,105,Petrol (E0),21,24,Medium,Assam,17.29,17.3
VH15704,DR15704,Maruti Suzuki Baleno,2023,1451,Automatic,28559,746,16.12,31.2,63,37,Aggressive,38,108.21,Petrol (E0),87,32,Medium,Odisha,16.01,15.6
VH15705,DR15705,Maruti Suzuki XL6,2023,1248,Automatic,30838,1050,23.61,23.6,34,66,Calm,64,106.2,E10 Blend,31,30,Low,Gujarat,23.49,23.6
VH15706,DR15706,Tata Altroz,2023,1199,Manual,30242,1725,19.07,19.7,55,45,Moderate,30,113.81,E10 Blend,25,28,High,Maharashtra,18.18,17.2
VH15707,DR15707,Renault Kiger,2011,1197,Manual,142752,2903,18.2,15.6,44,56,Calm,72,107.8,Petrol (E0),86,34,Medium,Tamil Nadu,16.41,15.9
VH15708,DR15708,Maruti Suzuki Fronx,2013,1199,Manual,129581,1087,14.12,37.8,54,46,Aggressive,29,113.83,Petrol (E0),77,24,Medium,Karnataka,13,13.7
VH15709,DR15709,Hyundai i20,2020,799,Manual,51085,9500,18.84,38.3,98,2,Moderate,85,110.22,E10 Blend,62,26,Medium,West Bengal,18.3,18.7
VH15710,DR15710,Skoda Slavia,2017,1373,Manual,84976,3071,19.17,18,63,37,Moderate,40,92.44,Petrol (E0),68,12,Medium,Uttarakhand,18.5,17
VH15711,DR15711,Tata Punch,2013,1000,Automatic,128593,1763,15.9,48.2,65,35,Moderate,82,111.09,Petrol (E0),45,30,Medium,Maharashtra,15.79,14.8
VH15712,DR15712,Hyundai Alcazar,2026,2982,Manual,500,2920,13.68,33.6,53,47,Moderate,49,113.31,Petrol (E0),33,25,Medium,Karnataka,13.61,13.6
VH15713,DR15713,Maruti Suzuki Swift,2011,1000,Manual,141761,4278,19.19,32.4,54,46,Calm,19,103.12,Petrol (E0),41,26,High,Chhattisgarh,18.71,18.3
VH15714,DR15714,Maruti Suzuki Ignis,2011,1000,Automatic,139654,4250,14.27,54.3,65,35,Moderate,67,111.13,E10 Blend,57,28,High,Karnataka,14.12,14.2
VH15715,DR15715,Hyundai Santro,2025,1197,Manual,15975,2838,22.93,57.4,45,55,Moderate,70,103.12,Petrol (E0),29,31,Medium,Gujarat,22.22,21.5
VH15716,DR15716,Volkswagen Taigun,2021,1373,Manual,48243,1337,17.09,22.5,50,50,Moderate,51,113.28,Petrol (E0),49,31,High,West Bengal,17.09,16.7
VH15717,DR15717,Tata Punch,2011,799,Manual,141302,56,18.98,48.3,70,30,Moderate,50,99.65,E10 Blend,78,32,Medium,Gujarat,17.91,18.6
VH15718,DR15718,Maruti Suzuki Dzire,2016,1498,Manual,100929,815,18.15,35.3,37,63,Moderate,59,113.18,E10 Blend,43,29,Low,West Bengal,17.84,17.6
